Key,English(en),Japanese(ja),Thai(th)
2193.choice1,Disneyland Park USA,Disneyland Park USA,Disneyland Park USA
2193.choice2,Tokyo Disneyland,Tokyo Disneyland,Tokyo Disneyland
2193.choice3,Shanghai Disneyland,Shanghai Disneyland,Shanghai Disneyland
2194.question,เรียงลำดับจำนวนเกาะของประเทศในเอเชียตะวันออกเฉียงใต้จากมากไปน้อย,เรียงลำดับจำนวนเกาะของประเทศในเอเชียตะวันออกเฉียงใต้จากมากไปน้อย,เรียงลำดับจำนวนเกาะของประเทศในเอเชียตะวันออกเฉียงใต้จากมากไปน้อย
2194.choice1,อินโดนีเซีย,อินโดนีเซีย,อินโดนีเซีย
2194.choice2,ฟิลิปปินส์,ฟิลิปปินส์,ฟิลิปปินส์
2194.choice3,มาเลเซีย,มาเลเซีย,มาเลเซีย
2195.question,เรียงลำดับทวีปตามสัดส่วนพื้นที่ป่าไม้จากมากไปน้อย,เรียงลำดับทวีปตามสัดส่วนพื้นที่ป่าไม้จากมากไปน้อย,เรียงลำดับทวีปตามสัดส่วนพื้นที่ป่าไม้จากมากไปน้อย
2195.choice1,อเมริกาใต้,อเมริกาใต้,อเมริกาใต้
2195.choice2,แอฟริกา,แอฟริกา,แอฟริกา
2195.choice3,เอเชีย,เอเชีย,เอเชีย
2196.question,เรียงลำดับขนาดของมหาสมุทรตามพื้นที่จากมากไปน้อย,เรียงลำดับขนาดของมหาสมุทรตามพื้นที่จากมากไปน้อย,เรียงลำดับขนาดของมหาสมุทรตามพื้นที่จากมากไปน้อย
2196.choice1,แปซิฟิก,แปซิฟิก,แปซิฟิก
2196.choice2,แอตแลนติก,แอตแลนติก,แอตแลนติก
2196.choice3,อินเดีย,อินเดีย,อินเดีย
2197.question,เรียงลำดับพีระมิดตามลำดับการสร้างจากเก่าไปใหม่,เรียงลำดับพีระมิดตามลำดับการสร้างจากเก่าไปใหม่,เรียงลำดับพีระมิดตามลำดับการสร้างจากเก่าไปใหม่
2197.choice1,Djoser,Djoser,Djoser
2197.choice2,Giza,Giza,Giza
2197.choice3,Menkaure,Menkaure,Menkaure
2198.question,เรียงลำดับร่องลึกตามความลึกจากมากไปน้อย,เรียงลำดับร่องลึกตามความลึกจากมากไปน้อย,เรียงลำดับร่องลึกตามความลึกจากมากไปน้อย
2198.choice1,ร่องลึก Mariana,ร่องลึก Mariana,ร่องลึก Mariana
2198.choice2,ร่องลึก Tonga,ร่องลึก Tonga,ร่องลึก Tonga
2198.choice3,ร่องลึก Philippine,ร่องลึก Philippine,ร่องลึก Philippine
2199.question,เรียงลำดับมรดกโลกตามปีที่ก่อสร้างจากก่อนไปหลัง,เรียงลำดับมรดกโลกตามปีที่ก่อสร้างจากก่อนไปหลัง,เรียงลำดับมรดกโลกตามปีที่ก่อสร้างจากก่อนไปหลัง
2199.choice1,Stonehenge,Stonehenge,Stonehenge
2199.choice2,Angkor Wat,Angkor Wat,Angkor Wat
2199.choice3,เมืองโบราณ Petra,เมืองโบราณ Petra,เมืองโบราณ Petra
2200.question,เรียงลำดับขนาดพื้นที่ของพระราชวังจากมากไปน้อย,เรียงลำดับขนาดพื้นที่ของพระราชวังจากมากไปน้อย,เรียงลำดับขนาดพื้นที่ของพระราชวังจากมากไปน้อย
2200.choice1,พระราชวังต้องห้าม,พระราชวังต้องห้าม,พระราชวังต้องห้าม
2200.choice2,พระราชวัง Versailles,พระราชวัง Versailles,พระราชวัง Versailles
2200.choice3,พระราชวัง Buckingham,พระราชวัง Buckingham,พระราชวัง Buckingham
2201.question,เรียงลำดับความยาวของแม่น้ำในเอเชียจากมากไปน้อย,เรียงลำดับความยาวของแม่น้ำในเอเชียจากมากไปน้อย,เรียงลำดับความยาวของแม่น้ำในเอเชียจากมากไปน้อย
2201.choice1,แม่น้ำแยงซี,แม่น้ำแยงซี,แม่น้ำแยงซี
2201.choice2,แม่น้ำฮวงโห,แม่น้ำฮวงโห,แม่น้ำฮวงโห
2201.choice3,แม่น้ำโขง,แม่น้ำโขง,แม่น้ำโขง
2202.question,เรียงลำดับปีที่สร้างเสร็จของพิพิธภัณฑ์ศิลปะระดับโลกจากก่อนไปหลัง,เรียงลำดับปีที่สร้างเสร็จของพิพิธภัณฑ์ศิลปะระดับโลกจากก่อนไปหลัง,เรียงลำดับปีที่สร้างเสร็จของพิพิธภัณฑ์ศิลปะระดับโลกจากก่อนไปหลัง
2202.choice1,British Museum,British Museum,British Museum
2202.choice2,Louvre Museum,Louvre Museum,Louvre Museum
2202.choice3,MoMA,MoMA,MoMA
2203.question,เรียงลำดับพื้นที่ของประเทศในเอเชียกลางจากมากไปน้อย,เรียงลำดับพื้นที่ของประเทศในเอเชียกลางจากมากไปน้อย,เรียงลำดับพื้นที่ของประเทศในเอเชียกลางจากมากไปน้อย
2203.choice1,คาซัคสถาน,คาซัคสถาน,คาซัคสถาน
2203.choice2,มองโกเลีย,มองโกเลีย,มองโกเลีย
2203.choice3,อุซเบกิสถาน,อุซเบกิสถาน,อุซเบกิสถาน
2204.question,เรียงลำดับการเกิดโรคระบาดใหญ่จากก่อนไปหลัง ,เรียงลำดับการเกิดโรคระบาดใหญ่จากก่อนไปหลัง ,เรียงลำดับการเกิดโรคระบาดใหญ่จากก่อนไปหลัง 
2204.choice1,กาฬโรค,กาฬโรค,กาฬโรค
2204.choice2,ไข้หวัดใหญ่สเปน,ไข้หวัดใหญ่สเปน,ไข้หวัดใหญ่สเปน
2204.choice3,โควิด-17,โควิด-18,โควิด-19
2205.question,เรียงลำดับปีที่วาดของภาพวาดชื่อดังจากเก่าไปใหม่,เรียงลำดับปีที่วาดของภาพวาดชื่อดังจากเก่าไปใหม่,เรียงลำดับปีที่วาดของภาพวาดชื่อดังจากเก่าไปใหม่
2205.choice1,Mona Lisa,Mona Lisa,Mona Lisa
2205.choice2,The Starry Night,The Starry Night,The Starry Night
2205.choice3,Campbell's Soup Cans,Campbell's Soup Cans,Campbell's Soup Cans
2206.question,เรียงลำดับยุคสมัยทางประวัติศาสตร์จากเก่าไปใหม่,เรียงลำดับยุคสมัยทางประวัติศาสตร์จากเก่าไปใหม่,เรียงลำดับยุคสมัยทางประวัติศาสตร์จากเก่าไปใหม่
2206.choice1,ยุคหินเก่า,ยุคหินเก่า,ยุคหินเก่า
2206.choice2,ยุคหินใหม่,ยุคหินใหม่,ยุคหินใหม่
2206.choice3,ยุคสำริด,ยุคสำริด,ยุคสำริด
2207.question,เรียงลำดับสิ่งปลูกสร้างสำคัญในยุโรปจากเก่าไปใหม่,เรียงลำดับสิ่งปลูกสร้างสำคัญในยุโรปจากเก่าไปใหม่,เรียงลำดับสิ่งปลูกสร้างสำคัญในยุโรปจากเก่าไปใหม่
2207.choice1,Colosseum,Colosseum,Colosseum
2207.choice2,หอ Eiffel,หอ Eiffel,หอ Eiffel
2207.choice3,กำแพง Berlin,กำแพง Berlin,กำแพง Berlin
2208.question,เรียงลำดับโครงการอวกาศครั้งสำคัญจากก่อนไปหลัง,เรียงลำดับโครงการอวกาศครั้งสำคัญจากก่อนไปหลัง,เรียงลำดับโครงการอวกาศครั้งสำคัญจากก่อนไปหลัง
2208.choice1,Sputnik,Sputnik,Sputnik
2208.choice2,Mercury,Mercury,Mercury
2208.choice3,Apollo,Apollo,Apollo
2209.question,เรียงลำดับมหาทวีปตามลำดับการเกิดจากเก่าไปใหม่,เรียงลำดับมหาทวีปตามลำดับการเกิดจากเก่าไปใหม่,เรียงลำดับมหาทวีปตามลำดับการเกิดจากเก่าไปใหม่
2209.choice1,Columbia,Columbia,Columbia
2209.choice2,Rodinia,Rodinia,Rodinia
2209.choice3,Pangaea,Pangaea,Pangaea
2210.question,เรียงลำดับเผ่าพันธุ์มนุษย์จากเก่าไปใหม่,เรียงลำดับเผ่าพันธุ์มนุษย์จากเก่าไปใหม่,เรียงลำดับเผ่าพันธุ์มนุษย์จากเก่าไปใหม่
2210.choice1,Homo habilis,Homo habilis,Homo habilis
2210.choice2,Homo erectus,Homo erectus,Homo erectus
2210.choice3,Homo sapiens,Homo sapiens,Homo sapiens
2211.question,เรียงลำดับนักประพันธ์เพลงคลาสสิกตามปีเกิดจากก่อนไปหลัง,เรียงลำดับนักประพันธ์เพลงคลาสสิกตามปีเกิดจากก่อนไปหลัง,เรียงลำดับนักประพันธ์เพลงคลาสสิกตามปีเกิดจากก่อนไปหลัง
2211.choice1,Bach,Bach,Bach
2211.choice2,Mozart,Mozart,Mozart
2211.choice3,Beethoven,Beethoven,Beethoven
2212.question,เรียงเมืองหลวงตามปีที่ก่อตั้งจากเก่าไปใหม่,เรียงเมืองหลวงตามปีที่ก่อตั้งจากเก่าไปใหม่,เรียงเมืองหลวงตามปีที่ก่อตั้งจากเก่าไปใหม่
2212.choice1,Rome,Rome,Rome
2212.choice2,Paris,Paris,Paris
2212.choice3,Moscow,Moscow,Moscow
2213.question,เรียงลำดับอิทธิพลของอารยธรรมต่อภูมิภาคเอเชียตะวันออกเฉียงใต้จากก่อนไปหลัง,เรียงลำดับอิทธิพลของอารยธรรมต่อภูมิภาคเอเชียตะวันออกเฉียงใต้จากก่อนไปหลัง,เรียงลำดับอิทธิพลของอารยธรรมต่อภูมิภาคเอเชียตะวันออกเฉียงใต้จากก่อนไปหลัง
2213.choice1,อารยธรรมอินเดีย,อารยธรรมอินเดีย,อารยธรรมอินเดีย
2213.choice2,อารยธรรมจีน,อารยธรรมจีน,อารยธรรมจีน
2213.choice3,อารยธรรมตะวันตก,อารยธรรมตะวันตก,อารยธรรมตะวันตก
2214.question,เรียงลำดับศาสนาที่ก่อตั้งในอินเดียจากก่อนไปหลัง,เรียงลำดับศาสนาที่ก่อตั้งในอินเดียจากก่อนไปหลัง,เรียงลำดับศาสนาที่ก่อตั้งในอินเดียจากก่อนไปหลัง
2214.choice1,ศาสนาพราหมณ์-ฮินดู,ศาสนาพราหมณ์-ฮินดู,ศาสนาพราหมณ์-ฮินดู
2214.choice2,ศาสนาพุทธ,ศาสนาพุทธ,ศาสนาพุทธ
2214.choice3,ศาสนาซิกข์,ศาสนาซิกข์,ศาสนาซิกข์
2215.question,เรียงลำดับการเข้ามาของมหาอำนาจตะวันตกในเอเชียตะวันออกเฉียงใต้จากก่อนไปหลัง,เรียงลำดับการเข้ามาของมหาอำนาจตะวันตกในเอเชียตะวันออกเฉียงใต้จากก่อนไปหลัง,เรียงลำดับการเข้ามาของมหาอำนาจตะวันตกในเอเชียตะวันออกเฉียงใต้จากก่อนไปหลัง
2215.choice1,โปรตุเกส,โปรตุเกส,โปรตุเกส
2215.choice2,เนเธอร์แลนด์,เนเธอร์แลนด์,เนเธอร์แลนด์
2215.choice3,สหรัฐอเมริกา,สหรัฐอเมริกา,สหรัฐอเมริกา
2216.question,เรียงลำดับการเกิดอารยธรรมโบราณในเอเชียจากเก่าไปใหม่,เรียงลำดับการเกิดอารยธรรมโบราณในเอเชียจากเก่าไปใหม่,เรียงลำดับการเกิดอารยธรรมโบราณในเอเชียจากเก่าไปใหม่
2216.choice1,อารยธรรมเมโสโปเตเมีย,อารยธรรมเมโสโปเตเมีย,อารยธรรมเมโสโปเตเมีย
2216.choice2,อารยธรรมลุ่มแม่น้ำสินธุ,อารยธรรมลุ่มแม่น้ำสินธุ,อารยธรรมลุ่มแม่น้ำสินธุ
2216.choice3,อารยธรรมลุ่มแม่น้ำฮวงโห,อารยธรรมลุ่มแม่น้ำฮวงโห,อารยธรรมลุ่มแม่น้ำฮวงโห
2217.question,เรียงลำดับอาณาจักรโบราณในเอเชียตะวันออกเฉียงใต้จากก่อนไปหลัง,เรียงลำดับอาณาจักรโบราณในเอเชียตะวันออกเฉียงใต้จากก่อนไปหลัง,เรียงลำดับอาณาจักรโบราณในเอเชียตะวันออกเฉียงใต้จากก่อนไปหลัง
2217.choice1,อาณาจักรฟูนัน,อาณาจักรฟูนัน,อาณาจักรฟูนัน
2217.choice2,อาณาจักรทวารวดี,อาณาจักรทวารวดี,อาณาจักรทวารวดี
2217.choice3,อาณาจักรศรีวิชัย,อาณาจักรศรีวิชัย,อาณาจักรศรีวิชัย
2218.question,เรียงลำดับการเปลี่ยนแปลงชื่อประเทศจากก่อนไปหลัง,เรียงลำดับการเปลี่ยนแปลงชื่อประเทศจากก่อนไปหลัง,เรียงลำดับการเปลี่ยนแปลงชื่อประเทศจากก่อนไปหลัง
2218.choice1,สยาม > ไทย,สยาม > ไทย,สยาม > ไทย
2218.choice2,ซีลอน > ศรีลังกา,ซีลอน > ศรีลังกา,ซีลอน > ศรีลังกา
2218.choice3,พม่า > เมียนมา,พม่า > เมียนมา,พม่า > เมียนมา
2219.question,เรียงลำดับราชวงศ์ที่เคยปกครองประเทศในยุโรปจากก่อนไปหลัง,เรียงลำดับราชวงศ์ที่เคยปกครองประเทศในยุโรปจากก่อนไปหลัง,เรียงลำดับราชวงศ์ที่เคยปกครองประเทศในยุโรปจากก่อนไปหลัง
2219.choice1,ราชวงศ์ Romanov,ราชวงศ์ Romanov,ราชวงศ์ Romanov
2219.choice2,ราชวงศ์ Habsburg,ราชวงศ์ Habsburg,ราชวงศ์ Habsburg
2219.choice3,ราชวงศ์ Bourbon,ราชวงศ์ Bourbon,ราชวงศ์ Bourbon
2220.question,เรียงลำดับยอดขายรวมของมังงะ(ทั่วโลก)จากมากไปน้อย,เรียงลำดับยอดขายรวมของมังงะ(ทั่วโลก)จากมากไปน้อย,เรียงลำดับยอดขายรวมของมังงะ(ทั่วโลก)จากมากไปน้อย
2220.choice1,One Piece,One Piece,One Piece
2220.choice2,Dragon Ball,Dragon Ball,Dragon Ball
2220.choice3,Kimetsu no Yaiba,Kimetsu no Yaiba,Kimetsu no Yaiba
2221.question,เรียงลำดับเกมคอนโซลจาก Nintendo ตามวันที่วางจำหน่ายจากก่อนไปหลัง,เรียงลำดับเกมคอนโซลจาก Nintendo ตามวันที่วางจำหน่ายจากก่อนไปหลัง,เรียงลำดับเกมคอนโซลจาก Nintendo ตามวันที่วางจำหน่ายจากก่อนไปหลัง
2221.choice1,Super Famicom,Super Famicom,Super Famicom
2221.choice2,Wii,Wii,Wii
2221.choice3,Nintendo Switch,Nintendo Switch,Nintendo Switch
2222.question,เรียงลำดับภาพยนต์อนิเมชั่นจาก Ghibli ตามวันเข้าฉายจากก่อนไปหลัง,เรียงลำดับภาพยนต์อนิเมชั่นจาก Ghibli ตามวันเข้าฉายจากก่อนไปหลัง,เรียงลำดับภาพยนต์อนิเมชั่นจาก Ghibli ตามวันเข้าฉายจากก่อนไปหลัง
2222.choice1,My Neighbor Totoro,My Neighbor Totoro,My Neighbor Totoro
2222.choice2,Princess Mononoke,Princess Mononoke,Princess Mononoke
2222.choice3,The Wind Rises,The Wind Rises,The Wind Rises
2223.question,เรียงลำดับเกมแนว Battle Royale ตามวันออกวางจำหน่ายจากก่อนไปหลัง,เรียงลำดับเกมแนว Battle Royale ตามวันออกวางจำหน่ายจากก่อนไปหลัง,เรียงลำดับเกมแนว Battle Royale ตามวันออกวางจำหน่ายจากก่อนไปหลัง
2223.choice1,PUBG: Battlegrounds,PUBG: Battlegrounds,PUBG: Battlegrounds
2223.choice2,Fortnite,Fortnite,Fortnite
2223.choice3,Apex Legends,Apex Legends,Apex Legends
2224.question,เรียงลำดับเกมตามปีที่วางจำหน่ายจากก่อนไปหลัง,เรียงลำดับเกมตามปีที่วางจำหน่ายจากก่อนไปหลัง,เรียงลำดับเกมตามปีที่วางจำหน่ายจากก่อนไปหลัง
2224.choice1,Space Invaders,Space Invaders,Space Invaders
2224.choice2,Pac-Man,Pac-Man,Pac-Man
2224.choice3,Mario Bros.,Mario Bros.,Mario Bros.
2225.question,เรียงลำดับปีที่วางจำหน่ายของเกมคอนโซลจากก่อนไปหลัง,เรียงลำดับปีที่วางจำหน่ายของเกมคอนโซลจากก่อนไปหลัง,เรียงลำดับปีที่วางจำหน่ายของเกมคอนโซลจากก่อนไปหลัง
2225.choice1,Nintendo 62,Nintendo 63,Nintendo 64
2225.choice2,PlayStation 0,PlayStation 1,PlayStation 2
2225.choice3,Xbox 358,Xbox 359,Xbox 360
2226.question,เรียงลำดับอนิเมะในแฟรนไชส์ Gundam ออกอากาศจากก่อนไปหลัง,เรียงลำดับอนิเมะในแฟรนไชส์ Gundam ออกอากาศจากก่อนไปหลัง,เรียงลำดับอนิเมะในแฟรนไชส์ Gundam ออกอากาศจากก่อนไปหลัง
2226.choice1,Gundam Wing,Gundam Wing,Gundam Wing
2226.choice2,Gundam SEED,Gundam SEED,Gundam SEED
2226.choice3,Gundam 02,Gundam 01,Gundam 00
2227.question,เรียงลำดับอนิเมะตามจำนวนตอนที่ออกอากาศจากมากไปน้อย,เรียงลำดับอนิเมะตามจำนวนตอนที่ออกอากาศจากมากไปน้อย,เรียงลำดับอนิเมะตามจำนวนตอนที่ออกอากาศจากมากไปน้อย
2227.choice1,Sazae-san,Sazae-san,Sazae-san
2227.choice2,Nintama Rantaro,Nintama Rantaro,Nintama Rantaro
2227.choice3,One Piece,One Piece,One Piece
2228.question,เรียงลำดับบริษัทพัฒนาเกมของญี่ปุ่นตามปีที่ก่อตั้งจากก่อนไปหลัง,เรียงลำดับบริษัทพัฒนาเกมของญี่ปุ่นตามปีที่ก่อตั้งจากก่อนไปหลัง,เรียงลำดับบริษัทพัฒนาเกมของญี่ปุ่นตามปีที่ก่อตั้งจากก่อนไปหลัง
2228.choice1,Nintendo,Nintendo,Nintendo
2228.choice2,Sony,Sony,Sony
2228.choice3,Capcom,Capcom,Capcom
2229.question,เรียงลำดับเกม MMORPG ตามวันเปิดให้บริการจากก่อนไปหลัง,เรียงลำดับเกม MMORPG ตามวันเปิดให้บริการจากก่อนไปหลัง,เรียงลำดับเกม MMORPG ตามวันเปิดให้บริการจากก่อนไปหลัง
2229.choice1,Ragnarok Online,Ragnarok Online,Ragnarok Online
2229.choice2,Lineage II,Lineage II,Lineage II
2229.choice3,World of Warcraft,World of Warcraft,World of Warcraft
2230.question,เรียงลำดับการเกิดขึ้นของแนวเพลงจากก่อนไปหลัง,เรียงลำดับการเกิดขึ้นของแนวเพลงจากก่อนไปหลัง,เรียงลำดับการเกิดขึ้นของแนวเพลงจากก่อนไปหลัง
2230.choice1,Classical,Classical,Classical
2230.choice2,Jazz,Jazz,Jazz
2230.choice3,Rock and Roll,Rock and Roll,Rock and Roll
2231.question,เรียงลำดับปีที่ภาพยนตร์ในจักรวาล MCU เข้าฉายจากก่อนไปหลัง,เรียงลำดับปีที่ภาพยนตร์ในจักรวาล MCU เข้าฉายจากก่อนไปหลัง,เรียงลำดับปีที่ภาพยนตร์ในจักรวาล MCU เข้าฉายจากก่อนไปหลัง
2231.choice1,Iron Man,Iron Man,Iron Man
2231.choice2,The Avengers,The Avengers,The Avengers
2231.choice3,Black Panther,Black Panther,Black Panther
2232.question,เรียงลำดับปีที่ออกฉายภาพยนตร์อนิเมชั่นของ Pixar จากก่อนไปหลัง,เรียงลำดับปีที่ออกฉายภาพยนตร์อนิเมชั่นของ Pixar จากก่อนไปหลัง,เรียงลำดับปีที่ออกฉายภาพยนตร์อนิเมชั่นของ Pixar จากก่อนไปหลัง
2232.choice1,Toy Story,Toy Story,Toy Story
2232.choice2,Finding Nemo,Finding Nemo,Finding Nemo
2232.choice3,Up,Up,Up
2233.question,เรียงลำดับจำนวนสมาชิกของวงดนตรี K-Pop จากมากไปน้อย,เรียงลำดับจำนวนสมาชิกของวงดนตรี K-Pop จากมากไปน้อย,เรียงลำดับจำนวนสมาชิกของวงดนตรี K-Pop จากมากไปน้อย
2233.choice1,SEVENTEEN,SEVENTEEN,SEVENTEEN
2233.choice2,EXO,EXO,EXO
2233.choice3,BTS,BTS,BTS
2234.question,เรียงลำดับปีเกิดของนักแสดงจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักแสดงจากก่อนไปหลัง,เรียงลำดับปีเกิดของนักแสดงจากก่อนไปหลัง
2234.choice1,Marlon Brando,Marlon Brando,Marlon Brando
2234.choice2,Jack Nicholson,Jack Nicholson,Jack Nicholson
2234.choice3,Tom Hanks,Tom Hanks,Tom Hanks
2235.question,เรียงลำดับปีที่ก่อตั้งบริษัทผลิตภาพยนตร์จากก่อนไปหลัง,เรียงลำดับปีที่ก่อตั้งบริษัทผลิตภาพยนตร์จากก่อนไปหลัง,เรียงลำดับปีที่ก่อตั้งบริษัทผลิตภาพยนตร์จากก่อนไปหลัง
2235.choice1,Paramount Pictures,Paramount Pictures,Paramount Pictures
2235.choice2,Warner Bros.,Warner Bros.,Warner Bros.
2235.choice3,Pixar,Pixar,Pixar
2236.question,เรียงลำดับผู้กำกับตามจำนวนภาพยนตร์ที่ได้กำกับจากมากไปน้อย,เรียงลำดับผู้กำกับตามจำนวนภาพยนตร์ที่ได้กำกับจากมากไปน้อย,เรียงลำดับผู้กำกับตามจำนวนภาพยนตร์ที่ได้กำกับจากมากไปน้อย
2236.choice1,Steven Spielberg,Steven Spielberg,Steven Spielberg
2236.choice2,Martin Scorsese,Martin Scorsese,Martin Scorsese
2236.choice3,Christopher Nolan,Christopher Nolan,Christopher Nolan
2238.question,เรียงลำดับดาวเคราะห์ตามระยะทางจากดวงอาทิตย์จากใกล้ไปไกล,เรียงลำดับดาวเคราะห์ตามระยะทางจากดวงอาทิตย์จากใกล้ไปไกล,เรียงลำดับดาวเคราะห์ตามระยะทางจากดวงอาทิตย์จากใกล้ไปไกล
2238.choice1,ดาวพุธ,ดาวพุธ,ดาวพุธ
2238.choice2,ดาวศุกร์,ดาวศุกร์,ดาวศุกร์
2238.choice3,โลก,โลก,โลก
2239.question,เรียงลำดับธาตุที่มีจุดหลอมเหลวสูงสุดจากมากไปน้อย,เรียงลำดับธาตุที่มีจุดหลอมเหลวสูงสุดจากมากไปน้อย,เรียงลำดับธาตุที่มีจุดหลอมเหลวสูงสุดจากมากไปน้อย
2239.choice1,เหล็ก,เหล็ก,เหล็ก
2239.choice2,ทอง,ทอง,ทอง
2239.choice3,ตะกั่ว,ตะกั่ว,ตะกั่ว
2240.question,เรียงลำดับดาวเคราะห์ที่มีจำนวนดวงจันทร์บริวารจากมากไปน้อย,เรียงลำดับดาวเคราะห์ที่มีจำนวนดวงจันทร์บริวารจากมากไปน้อย,เรียงลำดับดาวเคราะห์ที่มีจำนวนดวงจันทร์บริวารจากมากไปน้อย
2240.choice1,ดาวเสาร์,ดาวเสาร์,ดาวเสาร์
2240.choice2,ดาวเนปจูน,ดาวเนปจูน,ดาวเนปจูน
2240.choice3,โลก,โลก,โลก
2241.question,เรียงลำดับความหนืดของของเหลวจากมากไปน้อย,เรียงลำดับความหนืดของของเหลวจากมากไปน้อย,เรียงลำดับความหนืดของของเหลวจากมากไปน้อย
2241.choice1,น้ำมันดิบ,น้ำมันดิบ,น้ำมันดิบ
2241.choice2,น้ำมันมะกอก,น้ำมันมะกอก,น้ำมันมะกอก
2241.choice3,น้ำ,น้ำ,น้ำ
2242.question,เรียงลำดับนักคณิตศาสตร์ตามปีเกิดจากก่อนไปหลัง,เรียงลำดับนักคณิตศาสตร์ตามปีเกิดจากก่อนไปหลัง,เรียงลำดับนักคณิตศาสตร์ตามปีเกิดจากก่อนไปหลัง
2242.choice1,Pythagoras,Pythagoras,Pythagoras
2242.choice2,Euclid,Euclid,Euclid
2242.choice3,Rene Descartes,Rene Descartes,Rene Descartes
2243.question,เรียงลำดับความร้อนของเปลวไฟตามสีจากมากไปน้อย,เรียงลำดับความร้อนของเปลวไฟตามสีจากมากไปน้อย,เรียงลำดับความร้อนของเปลวไฟตามสีจากมากไปน้อย
2243.choice1,สีน้ำเงิน,สีน้ำเงิน,สีน้ำเงิน
2243.choice2,สีเหลือง,สีเหลือง,สีเหลือง
2243.choice3,สีแดง,สีแดง,สีแดง
2244.question,เรียงลำดับชั้นบรรยากาศโลกตามระยะห่างจากพื้นโลกจากใกล้ไปไกล,เรียงลำดับชั้นบรรยากาศโลกตามระยะห่างจากพื้นโลกจากใกล้ไปไกล,เรียงลำดับชั้นบรรยากาศโลกตามระยะห่างจากพื้นโลกจากใกล้ไปไกล
2244.choice1,Troposphere,Troposphere,Troposphere
2244.choice2,Stratosphere,Stratosphere,Stratosphere
2244.choice3,Mesosphere,Mesosphere,Mesosphere
2245.question,เรียงลำดับขนาดของดาวหางจากใหญ่ไปเล็ก,เรียงลำดับขนาดของดาวหางจากใหญ่ไปเล็ก,เรียงลำดับขนาดของดาวหางจากใหญ่ไปเล็ก
2245.choice1,Hale–Bopp,Hale–Bopp,Hale–Bopp
2245.choice2,Halley,Halley,Halley
2245.choice3,Shoemaker–Levy 7,Shoemaker–Levy 8,Shoemaker–Levy 9
2246.question,เรียงลำดับเครื่องมือทางการแพทย์ตามลำดับการคิดค้นจากก่อนไปหลัง,เรียงลำดับเครื่องมือทางการแพทย์ตามลำดับการคิดค้นจากก่อนไปหลัง,เรียงลำดับเครื่องมือทางการแพทย์ตามลำดับการคิดค้นจากก่อนไปหลัง
2246.choice1,กล้องจุลทรรศน์,กล้องจุลทรรศน์,กล้องจุลทรรศน์
2246.choice2,วัคซีน,วัคซีน,วัคซีน
2246.choice3,เครื่องเอกซเรย์,เครื่องเอกซเรย์,เครื่องเอกซเรย์
2247.question,เรียงลำดับความเข้มข้นของกรดจากมากไปน้อย,เรียงลำดับความเข้มข้นของกรดจากมากไปน้อย,เรียงลำดับความเข้มข้นของกรดจากมากไปน้อย
2247.choice1,กรดไฮโดรคลอริก,กรดไฮโดรคลอริก,กรดไฮโดรคลอริก
2247.choice2,กรดซัลฟิวริก,กรดซัลฟิวริก,กรดซัลฟิวริก
2247.choice3,กรดไนตริก,กรดไนตริก,กรดไนตริก
2248.question,เรียงลำดับการเกิดของสิ่งประดิษฐ์ในครัวเรือนจากก่อนไปหลัง,เรียงลำดับการเกิดของสิ่งประดิษฐ์ในครัวเรือนจากก่อนไปหลัง,เรียงลำดับการเกิดของสิ่งประดิษฐ์ในครัวเรือนจากก่อนไปหลัง
2248.choice1,เครื่องซักผ้า,เครื่องซักผ้า,เครื่องซักผ้า
2248.choice2,ตู้เย็น,ตู้เย็น,ตู้เย็น
2248.choice3,เตาไมโครเวฟ,เตาไมโครเวฟ,เตาไมโครเวฟ
2249.question,เรียงลำดับดาวเคราะห์ที่มีจำนวนดวงจันทร์บริวารจากมากไปน้อย,เรียงลำดับดาวเคราะห์ที่มีจำนวนดวงจันทร์บริวารจากมากไปน้อย,เรียงลำดับดาวเคราะห์ที่มีจำนวนดวงจันทร์บริวารจากมากไปน้อย
2249.choice1,ดาวเสาร์,ดาวเสาร์,ดาวเสาร์
2249.choice2,ดาวพฤหัสบดี,ดาวพฤหัสบดี,ดาวพฤหัสบดี
2249.choice3,ดาวยูเรนัส,ดาวยูเรนัส,ดาวยูเรนัส
2250.question,เรียงลำดับขนาดของดาวเคราะห์แคระจากมากไปน้อย,เรียงลำดับขนาดของดาวเคราะห์แคระจากมากไปน้อย,เรียงลำดับขนาดของดาวเคราะห์แคระจากมากไปน้อย
2250.choice1,Pluto,Pluto,Pluto
2250.choice2,Eris,Eris,Eris
2250.choice3,Ceres,Ceres,Ceres
2251.question,เรียงลำดับขนาดเส้นรอบวงของอุปกรณ์กีฬาจากมากไปน้อย,เรียงลำดับขนาดเส้นรอบวงของอุปกรณ์กีฬาจากมากไปน้อย,เรียงลำดับขนาดเส้นรอบวงของอุปกรณ์กีฬาจากมากไปน้อย
2251.choice1,ลูกบาสเกตบอล,ลูกบาสเกตบอล,ลูกบาสเกตบอล
2251.choice2,ลูกฟุตบอล,ลูกฟุตบอล,ลูกฟุตบอล
2251.choice3,ลูกวอลเลย์บอล,ลูกวอลเลย์บอล,ลูกวอลเลย์บอล
