NO,QUESTION,CHOICE 1,CHOICE 2,CHOICE 3,CHOICE 4,TYPE,LEVEL,CATEGORY 1,CATEGORY 2,LOCATION
1876,เมืองหลวงของประเทศชิลีคือ Buenos Aires,FALSE,TRUE,,,True False,2,Geography,none,#none
1877,ประเทศตุรกีมีพื้นที่ส่วนใหญ่อยู่ในยุโรป,FALSE,TRUE,,,True False,2,Geography,none,#none
1878,ทะเลทรายที่ใหญ่ที่สุดในโลกคือทะเลทราย Gobi,FALSE,TRUE,,,True False,2,Geography,none,#none
1879,ทะเลสาบ Caspian Sea ถูกจัดเป็นทะเลสาบน้ำเค็ม,TRUE,FALSE,,,True False,2,Geography,none,#none
1880,มีมากกว่า 20 ประเทศที่ตั้งอยู่บนเส้นศูนย์สูตร,FALSE,TRUE,,,True False,2,Geography,none,#none
1881,ประเทศเปรูที่ไม่มีชายแดนติดทะเล,FALSE,TRUE,,,True False,2,Geography,none,#none
1882,ประเทศเนเธอร์แลนด์มีพรมแดนติดกับสวิตเซอร์แลนด์,FALSE,TRUE,,,True False,2,Geography,none,#none
1883,ประเทศตุรกีมีพรมแดนติดกับประเทศกรีซ,TRUE,FALSE,,,True False,2,Geography,none,#none
1884,เมือง Pompeii ถูกทำลายจากการระเบิดของภูเขาไฟ Vesuvius,TRUE,FALSE,,,True False,2,Geography,History,#none
1885,ภาพวาด Mona Lisa ถูกวาดโดย Michelangelo,FALSE,TRUE,,,True False,1,History,none,#none
1886,Louis XVI ถูกประหารในการปฏิวัติรัสเซีย,FALSE,TRUE,,,True False,1,History,none,#none
1887,มนุษย์ถือกำเนิดขึ้นในยุคไดโนเสาร์,FALSE,TRUE,,,True False,1,History,none,#none
1888,Vladimir Lenin มีบทบาทสำคัญในการปฏิวัติรัสเซีย,TRUE,FALSE,,,True False,1,History,none,#none
1889,ชาว Vikings มาจากทวีปเอเชีย,FALSE,TRUE,,,True False,1,History,none,#none
1890,ชาว Romans พูดภาษาอังกฤษเป็นหลัก,FALSE,TRUE,,,True False,1,History,none,#none
1891,กำแพง Berlin ถูกสร้างขึ้นเพื่อแยกเยอรมนีออกจากฝรั่งเศส,FALSE,TRUE,,,True False,1,History,none,#none
1892,Pablo Picasso เป็นศิลปินชาวอิตาลี,FALSE,TRUE,,,True False,2,History,none,#none
1893,นิวซีแลนด์เป็นประเทศแรกในโลกที่ให้สิทธิในการลงคะแนนเสียงแก่ผู้หญิง,TRUE,FALSE,,,True False,2,History,none,#none
1894,สงครามโลกครั้งที่หนึ่งเริ่มต้นในปี 1939,FALSE,TRUE,,,True False,2,History,none,#none
1895,นักสำรวจ Christopher Columbus เป็นชาวโปรตุเกส,FALSE,TRUE,,,True False,2,History,none,#none
1896,Galileo Galilei เป็นนักดาราศาสตร์ชาวอิตาลี,TRUE,FALSE,,,True False,2,History,none,#none
1897,Frederick Nobel เป็นผู้ก่อตั้งรางวัลโนเบล,FALSE,TRUE,,,True False,2,History,none,#none
1898,ผู้ก่อตั้งรางวัลโนเบลเป็นชาวสวีเดน,TRUE,FALSE,,,True False,2,History,none,#none
1899,UNESCO ก่อตั้งขึ้นหลังสงครามโลกครั้งที่ 2,TRUE,FALSE,,,True False,2,History,none,#none
1900,สิทธิบัตรฉบับแรกของโลกมอบให้กับการประดิษฐ์กระดาษ,FALSE,TRUE,,,True False,2,History,none,#none
1901,Alexander the Great เป็นกษัตริย์ของ Macedon,TRUE,FALSE,,,True False,2,History,none,#none
1902,Aristotle เป็นศิษย์ของ Plato,TRUE,FALSE,,,True False,2,History,none,#none
1903,Marie Curie เป็นผู้หญิงคนแรกที่ได้รับรางวัลโนเบล,TRUE,FALSE,,,True False,2,History,Science,#none
1904,Genghis Khan เป็นผู้ก่อตั้งจักรวรรดิ Mongol,TRUE,FALSE,,,True False,2,History,none,#none
1905,Claude Monet เป็นจิตรกรที่มีชื่อเสียงในยุค Romantic,FALSE,TRUE,,,True False,2,History,none,#none
1906,อารยธรรม Aztec ตั้งอยู่ในทวีปแอฟริกา,FALSE,TRUE,,,True False,2,History,none,#none
1907,Mesopotamia ถือเป็นแหล่งอารยธรรมแรกของโลก,TRUE,FALSE,,,True False,2,History,none,#none
1908,กรีกโบราณใช้ระบบประชาธิปไตยเป็นครั้งแรก,TRUE,FALSE,,,True False,2,History,none,#none
1909,มีการสร้างพีระมิดในอารยธรรม Maya,FALSE,TRUE,,,True False,2,History,none,#none
1910,Alexander the Great เป็นลูกศิษย์ของ Aristotle,TRUE,FALSE,,,True False,2,History,none,#none
1911,การลอบสังหาร Franz Ferdinand เป็นต้นเหตุของสงครามโลกครั้งที่ 2,FALSE,TRUE,,,True False,2,History,none,#none
1912,Albert Einstein มีชีวิตอยู่ในช่วงสงครามโลกครั้งที่ 1,TRUE,FALSE,,,True False,2,History,Science,#none
1913,Titanic จมลงในมหาสมุทรแปซิฟิก,FALSE,TRUE,,,True False,2,History,none,#none
1914,อารยธรรม Mesopotamia อยู่ทางตอนเหนือของประเทศจีน,FALSE,TRUE,,,True False,2,History,none,#none
1915,Aborigines เป็นชนเผ่าดั้งเดิมของประเทศแคนาดา,FALSE,TRUE,,,True False,2,History,none,#none
1916,ลิทัวเนียเคยเป็นส่วนหนึ่งของสหภาพโซเวียต,TRUE,FALSE,,,True False,2,History,none,#none
1917,บริษัท Microsoft ก่อตั้งช่วงสงครามโลกครั้งที่ 2,FALSE,TRUE,,,True False,2,History,General,#none
1918,One Piece เป็นเรื่องราวเกี่ยวกับโจรสลัด,TRUE,FALSE,,,True False,1,Pop Culture,none,#none
1919,Studio Ghibli เป็นชื่อของบริษัทผลิตเกม,FALSE,TRUE,,,True False,1,Pop Culture,none,#none
1920,Pikachu เป็นตัวละครที่มาจากเรื่อง Digimon,FALSE,TRUE,,,True False,1,Pop Culture,none,#none
1921,เกม Mario สร้างโดยบริษัท Sony,FALSE,TRUE,,,True False,1,Pop Culture,none,#none
1922,The Sims เป็นเกมแนว RPG,FALSE,TRUE,,,True False,1,Pop Culture,none,#none
1923,Lara Croft มาจากซีรีส์เกม Tomb Raider,TRUE,FALSE,,,True False,1,Pop Culture,none,#none
1924,ชื่อเต็มของ Pokemon คือ Pocket Monsters,TRUE,FALSE,,,True False,1,Pop Culture,none,#none
1925,Kurosaki Ichigo เป็นตัวละครหลักจากเรื่อง Bleach,TRUE,FALSE,,,True False,1,Pop Culture,none,#none
1926,Genshin Impact ถูกพัฒนาโดยบริษัท Tencent,FALSE,TRUE,,,True False,1,Pop Culture,none,#none
1927,Minecraft สร้างขึ้นโดยนักพัฒนาชาวสวีเดน,TRUE,FALSE,,,True False,2,Pop Culture,none,#none
1928,Pac-Man เก่ากว่า Super Mario Bros.,TRUE,FALSE,,,True False,2,Pop Culture,none,#none
1929,ในเกม Pokemon ร่างพัฒนาของ Pikachu คือ Raichu,TRUE,FALSE,,,True False,2,Pop Culture,none,#none
1930,เกม Kingdom Hearts มีตัวละครจาก Disney,TRUE,FALSE,,,True False,2,Pop Culture,none,#none
1931,มังงะ Rurouni Kenshin เป็นเรื่องราวในช่วงยุคฟื้นฟูเมจิ,TRUE,FALSE,,,True False,2,Pop Culture,History,#none
1932,Fortnite สร้างโดยบริษัท Rockstar Games,FALSE,TRUE,,,True False,2,Pop Culture,none,#none
1933,Toriyama Akira ออกแบบตัวละครในเกม Dragon Quest,TRUE,FALSE,,,True False,2,Pop Culture,none,#none
1934,คนวาด JoJo's Bizarre Adventure คือ Arakawa Hiromu,FALSE,TRUE,,,True False,2,Pop Culture,none,#none
1935,คนวาด Slam Dunk คือ Inoue Takehiko,TRUE,FALSE,,,True False,2,Pop Culture,none,#none
1936,Mega Man กับ Rockman คือเกมเดียวกัน,TRUE,FALSE,,,True False,2,Pop Culture,none,#none
1937,Fairy Tail กับ RAVE มีนักวาดคนเดียวกัน,TRUE,FALSE,,,True False,2,Pop Culture,none,#none
1938,Haikyu!! เป็นมังงะเกี่ยวกับเบสบอล,FALSE,TRUE,,,True False,2,Pop Culture,none,#none
1939,เกม The Last of Us พัฒนาโดยสตูดิโอ Naughty Dog,TRUE,FALSE,,,True False,2,Pop Culture,none,#none
1940,เกม Honkai: Star Rail ใช้ระบบการต่อสู้แบบ Real-Time Action,FALSE,TRUE,,,True False,2,Pop Culture,none,#none
1941,เกม Summoners War พัฒนาโดยบริษัทในประเทศจีน,FALSE,TRUE,,,True False,2,Pop Culture,none,#none
1942,เกม Pokemon Masters EX มีระบบต่อสู้แบบ 5v5,FALSE,TRUE,,,True False,2,Pop Culture,none,#none
1943,Harry Potter เขียนโดย J.R.R. Tolkien,FALSE,TRUE,,,True False,1,Entertainment,none,#none
1944,วงดนตรี  The Beatles ก่อตั้งที่เมือง New York,FALSE,TRUE,,,True False,1,Entertainment,none,#none
1945,Lady Gaga เป็นนักร้องชาวแคนาดา,FALSE,TRUE,,,True False,1,Entertainment,none,#none
1946,Freddie Mercury เป็นนักร้องนำวง Queen,TRUE,FALSE,,,True False,1,Entertainment,none,#none
1947,Nicki Minaj เป็นนักดนตรีแนว Rock,FALSE,TRUE,,,True False,1,Entertainment,none,#none
1948,วง BABYMETAL มีนักร้องนำเป็นผู้หญิง,TRUE,FALSE,,,True False,1,Entertainment,none,#none
1949,Wolfgang Amadeus Mozart เป็นคีตกวีชาวออสเตรีย,TRUE,FALSE,,,True False,2,Entertainment,History,#none
1950,William Shakespeare เป็นนักเขียนบทละครชาวฝรั่งเศส,FALSE,TRUE,,,True False,2,Entertainment,History,#none
1951,Mickey Mouse เปิดตัวครั้งแรกในปี 1928,TRUE,FALSE,,,True False,2,Entertainment,History,#none
1952,ผู้เขียนนวนิยายดิสโทเปียเรื่อง 1984 คือ George Orwell,TRUE,FALSE,,,True False,2,Entertainment,none,#none
1953,J.R.R. Tolkien เป็นผู้เขียนนวนิยายเรื่อง The Hobbit,TRUE,FALSE,,,True False,2,Entertainment,none,#none
1954,ผู้แต่ง The Old Man and the Sea คือ Ernest Hemingway,TRUE,FALSE,,,True False,2,Entertainment,none,#none
1955,Giacomo Puccini เป็นนักประพันธ์เพลงโอเปร่าชาวอิตาลี,TRUE,FALSE,,,True False,2,Entertainment,History,#none
1956,James Bond ถูกสร้างโดยนักเขียนชาวอเมริกัน,FALSE,TRUE,,,True False,2,Entertainment,none,#none
1957,นวนิยาย The Da Vinci Code เขียนโดย Dan Brown,TRUE,FALSE,,,True False,2,Entertainment,none,#none
1958,เพลง Despacito เป็นเพลงภาษาฝรั่งเศส,FALSE,TRUE,,,True False,2,Entertainment,none,#Paris
1959,Bob Marley เป็นนักดนตรีชาวจาเมกา,TRUE,FALSE,,,True False,2,Entertainment,none,#none
1960,Lose Yourself เป็นเพลงประกอบภาพยนต์ The Green Mile,FALSE,TRUE,,,True False,2,Entertainment,none,#none
1961,Billie Eilish เกิดในปี 2005,FALSE,TRUE,,,True False,2,Entertainment,none,#none
1962,t.A.T.u. เป็นศิลปินดูโอจากรัสเซีย,TRUE,FALSE,,,True False,2,Entertainment,none,#none
1963,Guns N' Roses มีนักร้องนำชื่อ Axl Rose,TRUE,FALSE,,,True False,2,Entertainment,none,#none
1964,Utada Hikaru ร้องเพลงประกอบเกมซีรีส์ Final Fantasy,FALSE,TRUE,,,True False,2,Entertainment,Pop Culture,#none
1965,Fly Me To The Moon ถูกใช้เป็นเพลงจบของอนิเมะ Evangelion,TRUE,FALSE,,,True False,2,Entertainment,Pop Culture,#none
1966,นักร้องนำวง L'Arc-en-Ciel คือ Hyde,TRUE,FALSE,,,True False,2,Entertainment,none,#none
1967,AKB48 เป็นวงเกิร์ลกรุ๊ปที่มีสมาชิกเพียง 48 คนเท่านั้น,FALSE,TRUE,,,True False,2,Entertainment,none,#none
1968,Yoshiki เป็นนักร้องนำวง X-Japan,FALSE,TRUE,,,True False,2,Entertainment,none,#none
1969,น้ำบริสุทธิ์มีค่า pH เป็นกลางเท่ากับ 7,TRUE,FALSE,,,True False,1,Science,none,#none
1970,สิ่งมีชีวิตที่ใหญ่ที่สุดในโลกคือวาฬสีน้ำเงิน,TRUE,FALSE,,,True False,1,Science,General,#none
1971,ดาวพฤหัสบดีมีขนาดเล็กที่สุดในระบบสุริยะ,FALSE,TRUE,,,True False,1,Science,none,#none
1972,โลกมีดวงจันทร์เป็นบริวารเพียงดวงเดียวเท่านั้น,TRUE,FALSE,,,True False,1,Science,none,#none
1973,Louis Armstrong เป็นคนแรกที่เดินบนดวงจันทร์,FALSE,TRUE,,,True False,1,Science,History,#none
1974,ก๊าซออกซิเจนเป็นก๊าซที่มีมากที่สุดในชั้นบรรยากาศโลก,FALSE,TRUE,,,True False,2,Science,none,#none
1975,สัตว์เลี้ยงลูกด้วยนมทั้งหมดออกลูกเป็นตัว,FALSE,TRUE,,,True False,2,Science,General,#none
1976,ทองคำมีสัญลักษณ์ทางเคมีคือ Gd,FALSE,TRUE,,,True False,2,Science,none,#none
1977,นักบินอวกาศชาวรัสเซียเรียกว่า Cosmonaut,TRUE,FALSE,,,True False,2,Science,none,#none
1978,ต้นไม้ที่แก่ที่สุดในโลกคือต้นโอ๊ก,FALSE,TRUE,,,True False,2,Science,none,#none
1979,กฎหมายการเคลื่อนที่ของนิวตัน มีทั้งหมด 3 ข้อ,TRUE,FALSE,,,True False,2,Science,none,#none
1980,ทวีปแอนตาร์กติกาไม่มีพายุทอร์นาโด,TRUE,FALSE,,,True False,2,Science,Geography,#none
1981,Charles Darwin เป็นผู้พัฒนาทฤษฎีการคัดเลือกโดยธรรมชาติ,TRUE,FALSE,,,True False,2,Science,History,#none
1982,แสงสีแดงมีความยาวคลื่นสั้นที่สุด,FALSE,TRUE,,,True False,2,Science,none,#none
1983,Alexander Fleming ค้นพบยาเพนิซิลลิน Penicillin,TRUE,FALSE,,,True False,2,Science,History,#none
1984,สัตว์เลื้อยคลานทุกชนิดเป็นสัตว์เลือดเย็น,TRUE,FALSE,,,True False,2,Science,General,#none
1985,สูตรทางเคมีของน้ำคือ HO2,FALSE,TRUE,,,True False,2,Science,none,#none
1986,วิตามิน K ช่วยในการแข็งตัวของเลือด,TRUE,FALSE,,,True False,2,Science,none,#none
1987,ปรอทมีสัญลักษณ์ทางเคมีคือ Hg,TRUE,FALSE,,,True False,2,Science,none,#none
1988,น้ำแข็งมีความหนาแน่นมากกว่าน้ำที่เป็นของเหลว,FALSE,TRUE,,,True False,2,Science,none,#none
1989,น้ำมันมีความหนาแน่นมากกว่าน้ำ,FALSE,TRUE,,,True False,2,Science,none,#none
1990,ทองแดงมีสัญลักษณ์ทางเคมีคือ Cu,TRUE,FALSE,,,True False,2,Science,none,#none
1991,ปลาวาฬถูกจัดเป็นปลา,FALSE,TRUE,,,True False,2,Science,none,#none
1992,อากาศอุ่นมีความหนาแน่นมากกว่าอากาศเย็น,FALSE,TRUE,,,True False,2,Science,none,#none
1993,Tiger Woods เป็นนักกีฬาฟุตบอลที่มีชื่อเสียง,FALSE,TRUE,,,True False,1,sports,none,#none
1994,ฟุตบอลเป็นกีฬาที่มีผู้ติดตามมากที่สุดในโลก,TRUE,FALSE,,,True False,1,sports,none,#none
1995,Mike Tyson เป็นนักบาสเกตบอลในยุค 90s,FALSE,TRUE,,,True False,1,sports,none,#none
1996,Lionel Messi เป็นผู้เล่นที่คว้า Ballon d'Or มากที่สุดในประวัติศาสตร์,TRUE,FALSE,,,True False,1,sports,none,#none
1997,แต้ม 0 ในกีฬาเทนนิสเรียกว่า Love,TRUE,FALSE,,,True False,1,sports,none,#none
1998,การวิ่งมาราธอนจัดเป็นการออกกำลังกายประเภท Anaerobic,FALSE,TRUE,,,True False,2,sports,none,#none
1999,Michael Jordan เคยเป็นนักกีฬาเบสบอล,TRUE,FALSE,,,True False,2,sports,none,#none
2000,Serena Williams ได้รับเหรียญทองโอลิมปิกทั้งหมด 4 เหรียญ,TRUE,FALSE,,,True False,2,sports,none,#none
2001,Cristiano Ronaldo และ Lionel Messi เคยเล่นฟุตบอลในทีมเดียวกัน,FALSE,TRUE,,,True False,2,sports,none,#none
2002,Olympic Stadium ที่ใช้ใน Tokyo Olympic 2020 อยู่ในเมือง Osaka,FALSE,TRUE,,,True False,2,sports,none,#none
2003,Diego Maradona เล่นให้กับสโมสร Napoli ในอิตาลี,TRUE,FALSE,,,True False,2,sports,none,#none
2004,กีฬาฟันดาบมีดาบที่ใช้ในการแข่งขันทั้งหมด 4 แบบ,FALSE,TRUE,,,True False,2,sports,none,#none
2005,ห้ามใช้เท้าในกีฬาวอลเลย์บอล,TRUE,FALSE,,,True False,2,sports,none,#none
2006,ทีมที่ได้แชมป์ฟุตบอลโลกครั้งแรกคือทีมชาติอุรุกวัย,TRUE,FALSE,,,True False,2,sports,none,#none
2007,สโมสรฟุตบอล Aston Villa เคยคว้าแชมป์ยุโรป,TRUE,FALSE,,,True False,2,sports,none,#none
2008,ประเทศไทยอยู่ในภูมิภาคเอเชียตะวันออกเฉียงใต้,TRUE,FALSE,,,True False,1,Geography,none,#Bangkok
2009,ประเทศไทยมีพรมแดนติดกับอินโดนีเซีย,FALSE,TRUE,,,True False,1,Geography,none,#Bangkok
2010,เชียงใหม่เป็นเมืองชายทะเลของไทย,FALSE,TRUE,,,True False,1,Geography,none,#Bangkok
2011,ค่าเงินของประเทศไทยคือบาท,TRUE,FALSE,,,True False,1,General,none,#Bangkok
2012,"คำทักทายในประเทศไทยคือ ""Sawasdee""",TRUE,FALSE,,,True False,1,General,none,#Bangkok
2013,คนไทยกินขนมปังเป็นหลัก,FALSE,TRUE,,,True False,1,General,none,#Bangkok
2014,ประเทศไทยมีเกาะเยอะกว่าอินโดนีเซีย,FALSE,TRUE,,,True False,1,Geography,none,#Bangkok
2015,มวยไทยสามารถใช้ศอกโจมตีได้,TRUE,FALSE,,,True False,1,sports,none,#Bangkok
2016,ที่ประเทศไทยนิยมใช้ตะเกียบมากกว่าช้อน,FALSE,TRUE,,,True False,1,General,none,#Bangkok
2017,มีสีเหลืองในธงชาติไทย,FALSE,TRUE,,,True False,1,General,none,#Bangkok
2018,ประเทศไทยตั้งอยู่บนเส้นศูนย์สูตร,FALSE,TRUE,,,True False,2,Geography,none,#Bangkok
2019,ชื่อเต็มของกรุงเทพมีความยาวมากกว่า 150 ตัวอักษร,TRUE,FALSE,,,True False,2,General,none,#Bangkok
2020,เคยมีช้างอยู่บนธงชาติไทย,TRUE,FALSE,,,True False,2,General,History,#Bangkok
2021,สนามบินสุวรรณภูมิของไทยเปิดให้บริการครั้งแรกหลังปี ค.ศ. 2000,TRUE,FALSE,,,True False,2,Geography,General,#Bangkok
2022,ประเทศไทยได้รับอิสรภาพจากฝรั่งเศสในปี ค.ศ. 1945,FALSE,TRUE,,,True False,2,History,none,#Bangkok
2023,รถไฟฟ้าในกรุงเทพเปิดให้บริการมานานกว่า 25 ปี,TRUE,FALSE,,,True False,2,General,none,#Bangkok
2024,"ธนบัตรของไทยมีมูลค่าสูงสุดที่ 2,000 บาท",FALSE,TRUE,,,True False,2,General,none,#Bangkok
2025,หลวงพระบางเป็นชื่อจังหวัดของไทย,FALSE,TRUE,,,True False,2,Geography,none,#Bangkok
2026,มวยไทยสามารถใช้หัวโจมตีได้,FALSE,TRUE,,,True False,2,sports,none,#Bangkok
2027,เมืองพัทยาอยู่ในจังหวัดชลบุรี,TRUE,FALSE,,,True False,2,Geography,none,#Bangkok
2028,Buakaw Banchamek เป็นนักกีฬามวยไทย,TRUE,FALSE,,,True False,2,sports,none,#Bangkok
2029,ประเทศไทยใช้ระบบการขับรถชิดขวา,FALSE,TRUE,,,True False,2,General,none,#Bangkok
2030,ชื่อเดิมกรุงเทพคืออยุธยา,FALSE,TRUE,,,True False,2,General,History,#Bangkok
2031,เมืองพัทยาอยู่ทางภาคใต้ของประเทศไทย,FALSE,TRUE,,,True False,2,Geography,none,#Bangkok
2032,ประเทศไทยได้เข้าร่วมฝ่ายสัมพันธมิตรในสงครามโลกครั้งที่ 1,TRUE,FALSE,,,True False,2,History,none,#Bangkok
2033,เมืองหลวงของประเทศญี่ปุ่นคือ Kyoto,FALSE,TRUE,,,True False,1,Geography,none,#Tokyo
2034,Olympic Stadium ที่ใช้ใน Tokyo Olympic 2020 อยู่ในเมือง Osaka,FALSE,TRUE,,,True False,1,sports,Geography,#Tokyo
2035,Karaoke ถูกคิดค้นที่ประเทศญี่ปุ่น,TRUE,FALSE,,,True False,1,History,Entertainment,#Tokyo
2036,Toyota เป็นบริษัทผลิตเกมของญี่ปุ่น,FALSE,TRUE,,,True False,1,General,Pop Culture,#Tokyo
2037,ประตู Torii ของศาสนาชินโตในญี่ปุ่นมีสีแดงเท่านั้น,FALSE,TRUE,,,True False,1,General,none,#Tokyo
2038,ในภาษาญี่ปุ่น Arigato แปลว่าขอบคุณ,TRUE,FALSE,,,True False,1,General,none,#Tokyo
2039,Wasabi เป็นเครื่องปรุงที่ให้รสหวาน,FALSE,TRUE,,,True False,1,General,none,#Tokyo
2040,Ainu เป็นชนพื้นเมืองของญี่ปุ่นที่พบมากในจังหวัด Nara,FALSE,TRUE,,,True False,1,General,none,#Tokyo
2041,ญี่ปุุ่่นย้ายเมืองหลวงมา Tokyo ในยุค Nara,FALSE,TRUE,,,True False,1,History,none,#Tokyo
2042,อาหารญี่ปุ่น Tonkatsu ทำจากเนื้อหมู,TRUE,FALSE,,,True False,1,General,none,#Tokyo
2043,ชาเขียวมีปลูกแค่ในญี่ปุ่นเท่านั้น,FALSE,TRUE,,,True False,1,General,none,#Tokyo
2044,ที่ญี่ปุ่นนิยมใช้ตะเกียบมากกว่าช้อน,TRUE,FALSE,,,True False,1,General,none,#Tokyo
2045,Fukuoka เคยเป็นเมืองหลวงของญี่ปุ่น,FALSE,TRUE,,,True False,2,History,none,#Tokyo
2046,Tetris เป็นเกมที่มีต้นกำเนิดจากประเทศญี่ปุ่น,FALSE,TRUE,,,True False,2,Pop Culture,none,#Tokyo
2047,Utada Hikaru เกิดที่ประเทศญี่ปุ่น,FALSE,TRUE,,,True False,2,Entertainment,none,#Tokyo
2048,Yokohama F. Marinos เป็นทีมฟุตบอลจากจังหวัด Kanagawa,TRUE,FALSE,,,True False,2,sports,none,#Tokyo
2049,บริษัทที่เก่าแก่ที่สุดในโลกอยู่ในญี่ปุ่น,TRUE,FALSE,,,True False,2,History,none,#Tokyo
2050,ญี่ปุ่นมีขนาดพื้นที่ใหญ่กว่าเยอรมนี,TRUE,FALSE,,,True False,2,Geography,none,#Tokyo
2051,บริษัท Nintendo เคยขายของเล่นก่อนพัฒนาเกม,TRUE,FALSE,,,True False,2,Pop Culture,History,#Tokyo
2052,ดาบ Katana ยาวกว่าดาบ Wakizashi,TRUE,FALSE,,,True False,2,General,History,#Tokyo
2053,แสดงคาบุกิของญี่ปุ่นมีนักแสดงเป็นผู้ชายเท่านั้น,TRUE,FALSE,,,True False,2,General,History,#Tokyo
2054,สนามบิน Narita อยู่ในกรุง Tokyo,FALSE,TRUE,,,True False,2,Geography,none,#Tokyo
2055,สนามบิน Haneda อยู่ในกรุง Tokyo,TRUE,FALSE,,,True False,2,Geography,none,#Tokyo
2056,กีฬาที่ได้รับความนิยมมากที่สุดในญี่ปุ่นคือเบสบอล,TRUE,FALSE,,,True False,2,sports,none,#Tokyo
2057,ประเทศญี่ปุ่นมีประชากรมากกว่า 140 ล้านคน,FALSE,TRUE,,,True False,2,General,none,#Tokyo
2058,ประเทศญี่ปุ่นมีประชากรน้อยกว่า 140 ล้านคน,TRUE,FALSE,,,True False,2,General,none,#Tokyo
2059,ปราสาทฮิเมจิ Himeji อยู่ในจังหวัด Osaka,FALSE,TRUE,,,True False,2,Geography,none,#Tokyo
2060,ไส้ของ Takoyaki ส่วนใหญ่ทำจากหมึกกล้วย,TRUE,FALSE,,,True False,2,General,none,#Tokyo
2061,ญี่ปุ่นใช้ Time Zones เดียวทั้งประเทศ,TRUE,FALSE,,,True False,2,General,none,#Tokyo
2062,ญี่ปุ่นมีการใช้หลาย Time Zones ขึ้นอยู่กับพื้นที่,FALSE,TRUE,,,True False,2,General,none,#Tokyo
2063,นินจามีบทบาทจริงในประวัติศาสตร์ญี่ปุ่น,TRUE,FALSE,,,True False,2,History,none,#Tokyo
2064,ยุคเอโดะของญี่ปุ่นกินเวลามากกว่า 500 ปี,FALSE,TRUE,,,True False,2,History,none,#Tokyo
2065,เกาะที่ใหญ่ที่คุดในญี่ปุ่นคือเกาะ Kyushu,FALSE,TRUE,,,True False,2,Geography,none,#Tokyo
2066,ใน Tokyo สถานี Harajuku อยู่ติดกับสถานี Shinjuku,FALSE,TRUE,,,True False,2,Geography,none,#Tokyo
2067,ใน Tokyo สถานี Shibuya อยู่ติดกับสถานี Shinjuku,TRUE,FALSE,,,True False,2,Geography,none,#Tokyo
2068,ไม่มีนักซูโม่หญิงแข่งในระดับอาชีพ,TRUE,FALSE,,,True False,2,sports,none,#Tokyo
2069,เลข 4 เป็นเลขนำโชคของญี่ปุ่น,FALSE,TRUE,,,True False,2,General,none,#Tokyo
2070,ญี่ปุ่นเป็นสมาชิกของกลุ่มประเทศ G7,TRUE,FALSE,,,True False,2,General,none,#Tokyo
2071,เมือง Kamakura อยู่ในจังหวัด Chiba,FALSE,TRUE,,,True False,2,Geography,none,#Tokyo
2072,สหรัฐอเมริกาประกอบด้วย 52 รัฐ,FALSE,TRUE,,,True False,1,Geography,none,#New York
2073,George Washington เป็นประธานาธิบดีคนแรกของสหรัฐอเมริกา,TRUE,FALSE,,,True False,1,History,none,#New York
2074,สะพาน Golden Gate ตั้งอยู่ในเมือง Seattle,FALSE,TRUE,,,True False,1,Geography,none,#New York
2075,สหรัฐอเมริกามีส่วนที่ตั้งอยู่บนเส้นศูนย์สูตร,FALSE,TRUE,,,True False,1,Geography,none,#New York
2076,เทพีเสรีภาพเคยมีสีทองก่อนที่จะกลายเป็นสีเขียว,FALSE,TRUE,,,True False,1,Geography,none,#New York
2077,วง Queen มาจากประเทศสหรัฐอเมริกา,FALSE,TRUE,,,True False,1,Entertainment,none,#New York
2078,ที่ทำงานของประธานาธิบดีสหรัฐอเมริกาคือ Pentagon,FALSE,TRUE,,,True False,1,General,none,#New York
2079,สหรัฐอเมริกาใช้ระบบเมตริกเป็นหลัก,FALSE,TRUE,,,True False,1,General,none,#New York
2080,สหรัฐอเมริกาใช้้หน่วยไมล์ในการวัดระยะทาง,TRUE,FALSE,,,True False,1,General,none,#New York
2081,สหรัฐอเมริกาเป็นประเทศเดียวที่ส่งมนุษย์ไปดวงจันทร์ได้สำเร็จ,TRUE,FALSE,,,True False,1,Science,History,#New York
2082,สหรัฐอเมริกาไม่มีภูเขาไฟ,FALSE,TRUE,,,True False,1,Geography,none,#New York
2083,มีสีเหลืองในธงชาติสหรัฐอเมริกา,FALSE,TRUE,,,True False,1,General,none,#New York
2084,Barack Obama เป็นประธานาธิบดีคนที่ 41 ของสหรัฐอเมริกา,FALSE,TRUE,,,True False,2,History,none,#New York
2085,Abraham Lincoln เป็นประธานาธิบดีคนที่ 16 ของสหรัฐอเมริกา,TRUE,FALSE,,,True False,2,History,none,#New York
2086,วันประกาศอิสรภาพของสหรัฐอเมริกาคือวันที่ 14 กรกฎาคม,FALSE,TRUE,,,True False,2,General,History,#New York
2087,เทพีเสรีภาพเป็นของขวัญที่ประเทศสเปนมอบให้สหรัฐอเมริกา,FALSE,TRUE,,,True False,2,Geography,History,#New York
2088,ทวีปอเมริกาเหนือมีพื้นที่ใหญ่กว่าทวีปแอฟริกา,FALSE,TRUE,,,True False,2,Geography,none,#New York
2089,รัฐ California มีพื้นที่ใหญ่ที่สุดในสหรัฐอเมริกา,FALSE,TRUE,,,True False,2,Geography,none,#New York
